Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q9H993	ARMT1	1	HUMAN	61049.3	50940.1	68905.9	71669.8	73928.6	76469.6
Q9H999	PANK3	1	HUMAN	7069.1	9009.58	7308.62	6609.47	4612.33	5137.89
Q9H9A5	CNOT10	1	HUMAN	39753	44996.1	45166.5	48615.8	44062.2	44615
Q9H9A6	LRRC40	1	HUMAN	117742	105052	120356	112304	106066	103098
Q9H9A7	RMI1	1	HUMAN	2668.94	2098.72	1682.6	2292.98	2703.01	2486.19
Q9H9B1	EHMT1	1	HUMAN	4673.37	2474.78	3402.39	5663.35	5833.76	5183.18
Q9H9B4	SFXN1	1	HUMAN	24267.1	21745.8	24770.9	26755	25021.4	25757
Q9H9C1	VIPAS39	1	HUMAN	18326.3	16180.3	22416.6	21300.4	19013.8	17578.1
Q9H9E3	COG4	1	HUMAN	16692.8	15820.5	17293.8	17103.2	16679.8	16576.8
Q9H9F9	ACTR5	1	HUMAN	4835.79	3644.31	4964.35	4777.92	5009.44	6336.13
Q9H9G7	AGO3	1	HUMAN	4116.8	4303.56	4168.53	4069.56	4248.6	4243.97
Q9H9H4	VPS37B	1	HUMAN	6301.31	7352.4	9890.3	7316.07	7613.05	7961.65
Q9H9J2	MRPL44	1	HUMAN	15972.7	15190.6	19014.6	18702.5	17950.8	18806.4
Q9H9L3	ISG20L2	1	HUMAN	10843.7	11060.8	12286.9	15862.5	10392.9	11724.8
Q9H9P5	UNKL	1	HUMAN	2935.74	1777.33	5421.13	4655.52	6314.44	5270.61
Q9H9P8	L2HGDH	1	HUMAN	42916.9	41740.7	55788.4	52132.8	53895	54164.5
Q9H9Q2	COPS7B	1	HUMAN	204515	188820	180402	242965	251331	267012
Q9H9Q4	NHEJ1	1	HUMAN	26985.5	25463.8	23428.8	27070.2	28160.3	25795.3
Q9H9R9	DBNDD1	1	HUMAN	692.316	1131.22	4651.71	2824.69	3038.9	2836.81
Q9H9S3	SEC61A2	1	HUMAN	76728.1	69420.7	80921.9	82481.7	86411.2	101671
Q9H9S4	CAB39L	1	HUMAN	57301.1	63046	53691.9	62612.4	53235.8	51803.1
Q9H9S5	FKRP	1	HUMAN	12077.2	6496.85	12808.4	11423.6	11724.9	11401.5
Q9H9T3	ELP3	1	HUMAN	150325	149533	157198	153660	126101	141533
Q9H9V9	JMJD4	1	HUMAN	527172	740208	550549	598515	462848	290978
Q9H9Y2	RPF1	1	HUMAN	8212.92	8474.47	8468.48	9408.16	7621.01	7138.99
Q9H9Y4	GPN2	1	HUMAN	5226.79	10121.8	6323.02	5089.2	6727.66	5961.75
Q9H9Y6	POLR1B	1	HUMAN	29439.8	25540.8	28540.9	30885.8	29894.6	26303.2
Q9H9Z2	LIN28A	1	HUMAN	4727.9	7829.41	10850	8971.3	3912.34	5107.08
Q9HA47	UCK1	1	HUMAN	9459.14	9367.12	14075	14171.6	13310.1	15088.8
Q9HA64	FN3KRP	1	HUMAN	35387	30104.4	36034.2	41045.5	26397.8	27582.4
Q9HA65	TBC1D17	1	HUMAN	6919.42	6106.25	6744.29	5994.18	6482.77	4821
Q9HA77	CARS2	1	HUMAN	12055.8	11665.8	10986.1	11029	11324.8	11057.6
Q9HA92	RSAD1	1	HUMAN	2172.68	6993.95	5969.92	6428.32	7789.14	6538.61
Q9HAB8	PPCS	1	HUMAN	35496.1	37491.2	37559.1	37030.7	34771.1	34301.7
Q9HAC7	SUGCT	1	HUMAN	2058.04	5977.87	4620.62	3429.87	3236.29	5235.26
Q9HAD4	WDR41	1	HUMAN	14889	11168.2	15152.6	16356.4	17529.7	17612
Q9HAF1	MEAF6	1	HUMAN	13191.3	14558.2	11082.7	13310.1	8956.37	5154.56
Q9HAH7	FBRS	1	HUMAN	10215.5	9849.5	8913.08	7836.22	11838.4	10849.4
Q9HAJ7	SAP30L	1	HUMAN	13100.3	13383.6	9884.08	11821.9	10857.6	9079.56
Q9HAN9	NMNAT1	1	HUMAN	12934.5	12188	12362.8	10126.9	11534.8	13322.6
Q9HAP2	MLXIP	1	HUMAN	5975.01	3260.61	2228.45	3023.04	2999.01	2750.56
Q9HAS0	C17orf75	1	HUMAN	26674.1	26677.4	28989.1	28199.7	31333.2	25238.2
Q9HAT2	SIAE	1	HUMAN	6635.56	6981.07	5282.36	3408.04	6038.25	6178.49
Q9HAU0	PLEKHA5	1	HUMAN	24523.4	19166.1	22597.8	24503.1	21422.4	21017.7
Q9HAU4	SMURF2	1	HUMAN	7429.89	12529.1	9114.96	13181.6	11500.3	6640.01
Q9HAU5	UPF2	1	HUMAN	26684.6	29077.1	30631.7	30426.6	29945.7	31749.8
Q9HAU8	RNPEPL1	1	HUMAN			42837.6	37864.2		
Q9HAV0	GNB4	1	HUMAN	3281.91	2078.92	4644.34	6679.96	3710.38	6419.69
Q9HAV4	XPO5	1	HUMAN	77925.4	73570.7	96880.9	97902.3	96978.8	99601.7
Q9HAV7	GRPEL1	1	HUMAN	459754	430716	481640	539928	501039	544509
Q9HAW4	CLSPN	1	HUMAN	2040.05	2328.2	2319.16	2921.63	2574.41	2326.07
Q9HAZ1	CLK4	1	HUMAN	2632.94	3115.81	2367.44	4003.29	3401.27	4264.73
Q9HB07	MYG1	1	HUMAN	158393	152703	180987	173560	176217	167561
Q9HB09	BCL2L12	1	HUMAN		1147.47	1635.26		1643.37	2170.66
Q9HB21	PLEKHA1	1	HUMAN	9029.36	10873.3	9393.24	9762.48	9788.84	10669.3
Q9HB40	SCPEP1	1	HUMAN	40725.7	38633.9	43971.9	37812.8	41995.4	44390.8
Q9HB71	CACYBP	1	HUMAN	368872	357905	409725	392711	421704	398043
Q9HB90	RRAGC	1	HUMAN	64810.3	69837.7	66179	65975.2	67280.4	83541.6
Q9HB96	FANCE	1	HUMAN	3801.6		1849.75	2370.56	780.651	2303.94
Q9HBD1	RC3H2	1	HUMAN	4048.15	1246.46	3075.16	3028.59	3737.01	3760.86
Q9HBE1	PATZ1	1	HUMAN	88818.6	92843	114879	105771	88615.6	87325.3
Q9HBF4	ZFYVE1	1	HUMAN	5018.21	2314.2	4054.84	4197.38	5645.11	4331.84
Q9HBG6	IFT122	1	HUMAN	4820.87	5669.73	4129.13	4442.8	2931.58	3337.59
Q9HBH1	PDF	1	HUMAN	16957.5	14516.6	20663	24169.7	21043	25207.4
Q9HBH5	RDH14	1	HUMAN	14335.8	18094.9	15579.7	18644.4	20102.6	18547.3
Q9HBI1	PARVB	1	HUMAN	4131.17	3759.85	7683.25	8658.92	6390.05	8442
Q9HBK9	AS3MT	1	HUMAN	8004.02	7537.51	8477.82	8550.6	9900.99	9777.87
Q9HBL0	TNS1	1	HUMAN	6335.23	50543	41198.9	50660.9	30066	35918.5
Q9HBL8	NMRAL1	1	HUMAN	23722.1	17550.6	22636.6	19634.2	24211.2	28508.7
Q9HBM0	VEZT	1	HUMAN	3201.42	928.112	2144.27	1621.63	1279.7	1436.73
Q9HBM1	SPC25	1	HUMAN	18799.5	20918.5	14758.5	19020.6	19206.9	17670.6
Q9HBM6	TAF9B	1	HUMAN	25929.4	19404.4	25603.2	28077.4	22155.1	24335.2
Q9HBU6	ETNK1	1	HUMAN	6630.49	5713.63	5343.33	5376.98	6688.96	5603.12
Q9HC07	TMEM165	1	HUMAN	5493.97	8161.18	9571.88	8144.55	5833.75	5665.69
Q9HC21	SLC25A19	1	HUMAN	1787.43			1884.48	2247.74	2547.73
Q9HC35	EML4	1	HUMAN	96687.4	92127.9	114647	105712	112576	116943
Q9HC36	MRM3	1	HUMAN	31592.3	28789.3	32256.2	34268.9	34460.9	32085.7
Q9HC38	GLOD4	1	HUMAN	239157	250421	244510	239242	218610	212370
Q9HC44	GPBP1L1	1	HUMAN	19663	7518.75	24477.8	14913.8	11768.5	20412
Q9HC52	CBX8	1	HUMAN	1611.89	1213.71	667.102	1231.96	1637.12	1447.36
Q9HC56	PCDH9	1	HUMAN	3694.38	3501.35	5015.19	6422.74	5581.56	4684.55
Q9HC62	SENP2	1	HUMAN	9576.14	5898.6	9933.91	6800.75	9616.7	8300.04
Q9HC77	CENPJ	1	HUMAN	2307.23	2634.24	1690.85	2839.01	3837.82	2773.13
Q9HC84	MUC5B	1	HUMAN	8802.84	7978.37	7806.44	6436.02	11590.8	
Q9HC98	NEK6	1	HUMAN	667.541		1733.75	1832.76	1644.65	244.908
Q9HCC0	MCCC2	1	HUMAN	79091.7	78271.3	87511.5	85426.3	89496.7	86888.8
Q9HCD5	NCOA5	1	HUMAN	12539.3	10739.9	13205.7	12497.1	10861.9	10049.5
Q9HCD6	TANC2	1	HUMAN	6188.5	5441.85	4199.45	7863.81	7492.73	6418.78
Q9HCE0	EPG5	1	HUMAN	3560.62	6233.61	2973.77	3068.59	4494.93	4249.48
Q9HCE1	MOV10	1	HUMAN	63339.7	57279.9	61132.4	67079.3	59742.5	64859.6
Q9HCE5	METTL14	1	HUMAN	20667.9	21282.3	23999.2	20896.1	22171.7	23272.4
Q9HCG1	ZNF160	1	HUMAN						1502.63
Q9HCG7	GBA2	1	HUMAN	1790.01	2087.84	2250.45	2252.69	2444.22	1554.99
Q9HCG8	CWC22	1	HUMAN	23397.1	16948.6	22362.7	20608.8	20108.2	21284.9
Q9HCH0	NCKAP5L	1	HUMAN	46087.4	47479.7	45266.3	39002.1	38675.5	48005.2
Q9HCH3	CPNE5	1	HUMAN	75536.4	81437.9	67503.7	66333.6	66054.4	70362.8
Q9HCI6	KIAA1586	1	HUMAN	18487.5		23229.5	17994.9	13574.3	13948.2
Q9HCJ0	TNRC6C	1	HUMAN	3827.07	5158.2	3919.83	4678.49	4273.45	5194.8
Q9HCJ1	ANKH	1	HUMAN	553.315		914.586	1993.27	1489.43	1995.78
Q9HCJ3	RAVER2	1	HUMAN	16439.8	12089.5	14662.2	17519.5	14909.9	17067
Q9HCK1	ZDBF2	1	HUMAN		4220.42	637.664	954.005	1190.55	1063.87
Q9HCK5	AGO4	1	HUMAN	18179	17302	20522.4	20111	16561.2	17682.6
Q9HCK8	CHD8	1	HUMAN	38677.8	31300.3	37617.9	34723.6	37401.5	39230.4
Q9HCL2	GPAM	1	HUMAN	2133.83	3085.82	3775.19	3134.52	3194.34	3791.69
Q9HCM1	RESF1	1	HUMAN	1503.09	671.976	1105.99	1868.08	1754.51	2013.96
Q9HCM3	KIAA1549	1	HUMAN	779.83	521.35		760.606	903.555	422.421
Q9HCM4	EPB41L5	1	HUMAN	5057.98	4764.64	3910.01	5698.28	3807.94	5551.2
Q9HCM7	FBRSL1	1	HUMAN	1737.27	2351.7	1413.76	2298.4	1963.04	2097.29
Q9HCN3	PGAP6	1	HUMAN	2416.06	3589.6	4111.25	3719.49	2800	3267.56
Q9HCN4	GPN1	1	HUMAN	13918.4	14858.9	15438.8	15887.5	15635.9	15700.9
Q9HCN8	SDF2L1	1	HUMAN	73173.5	85603.3	82137.2	89154.3	89260.6	79409.9
Q9HCS7	XAB2	1	HUMAN	21884.2	21188.6	22936.1	21809.2	23782.2	22679.7
Q9HCU5	PREB	1	HUMAN	62901.6	60129.5	73036.4	67507.2	66044.6	70136.6
Q9HCU9	BRMS1	1	HUMAN	5552.13	2405.21	5979.63	5069.43	4623.92	4102.44
Q9HCY8	S100A14	1	HUMAN	5503.56	4006.18	3410.16	2924.37	5429.42	4816.47
Q9HD15	SRA1	1	HUMAN	12567.1	12143.9	15215.2	13943.4	15206.9	14052.9
Q9HD20	ATP13A1	1	HUMAN	16100.6	12823.3	14014.9	15283.9	14236.9	11631.9
Q9HD23	MRS2	1	HUMAN	7875.39	5495.8	11162.4	8782.57	3328.42	2776.74
Q9HD26	GOPC	1	HUMAN	38585.2	33859.1	42549.6	41800.7	34326.2	35578.3
Q9HD33	MRPL47	1	HUMAN	36844.4	34901.6	32301.4	37035	36915.9	31877.8
Q9HD34	LYRM4	1	HUMAN	13239.1	11266.7	11956.3	11185.9	11566	10588.4
Q9HD40	SEPSECS	1	HUMAN	4615.26	3301.16	4317.6	3506.64	5692.31	3077.16
Q9HD42	CHMP1A	1	HUMAN	89673.7	84703.2	92109.2	104793	55796	55654.6
Q9HD45	TM9SF3	1	HUMAN	29397.3	27093.9	32240.8	32860.4	30807.6	26062.9
Q9HD47	RANGRF	1	HUMAN	9908.62	8539.52	17551.9	18749.7	17171.9	14448.6
Q9HDC5	JPH1	1	HUMAN	2927.27	3573.61	4166.6	4831.12	3855.59	2584.41
Q9HDC9	APMAP	1	HUMAN	153956	144228	151262	161157	144815	154759
Q9NNW5	WDR6	1	HUMAN	17244.7	16185	17568.2	18946.1	16223.7	15879.8
Q9NNW7	TXNRD2	1	HUMAN	36119.1	32026.2	30646.5	36746.5	36290.8	38440.9
Q9NP50	SINHCAF	1	HUMAN	563.732	699.18	959.467	1490.98	699.449	1201.15
Q9NP58	ABCB6	1	HUMAN	2273	2687.1	2034.58	2139.97	2041.61	2022.54
Q9NP61	ARFGAP3	1	HUMAN	13994	12128.8	15180.8	14308.9	11743.1	13693
Q9NP62	GCM1	1	HUMAN	65232.6	92540.1	112679	126274	66991.9	59530.6
Q9NP64	ZCCHC17	1	HUMAN	7426.68	11410.5	10444	9648.82	11211.9	10417.7
Q9NP66	HMG20A	1	HUMAN	8009.32	6219.54	8419.36	7766.85	7700.38	9894.88
Q9NP72	RAB18	1	HUMAN	19928.6	26474.9	28179.9	28478.2	26151.7	28698.1
Q9NP73	ALG13	1	HUMAN	6717.27	6631.93	9060.08	10847.3	9536.58	8469.77
Q9NP77	SSU72	1	HUMAN	28530.9	33309.6	35941.8	38205.7	43675.5	41435.5
Q9NP79	VTA1	1	HUMAN	165389	162906	189558	192756	185495	189310
Q9NP80	PNPLA8	1	HUMAN	6384.56	7060.51	8396.3	11381.1	9670.42	10874.6
Q9NP81	SARS2	1	HUMAN	39748.5	33818.5	37741.7	39830	37265.2	38462.8
Q9NP87	POLM	1	HUMAN			926.681		689.459	696.01
Q9NP90	RAB9B	1	HUMAN	12874.6	12743.2	9531.9	8957.13	7089.12	8671.18
Q9NP92	MRPS30	1	HUMAN	8002.46	5644.66	11763.6	13140	12000	16056.2
Q9NP97	DYNLRB1	1	HUMAN	130003	101492	148088	154622	123087	148657
Q9NPA0	EMC7	1	HUMAN	18786.7	16295.1	22990.8	21143.6	21873.4	22332.9
Q9NPA3	MID1IP1	1	HUMAN	4208.91	5035.77	5004.43	1233.7	3897.74	4329.53
Q9NPA8	ENY2	1	HUMAN	77743.2	70557.6	97559	90720.4	61642.4	70212.3
Q9NPB8	GPCPD1	1	HUMAN	1995.66	3388.86	2484.79	2712.82	2375.45	3112.11
Q9NPC8	SIX2	1	HUMAN	3392.8	4696.28	1161	4564.65	989.864	1741.95
Q9NPD3	EXOSC4	1	HUMAN	80055.8	73507.6	85386.6	79783.6	100517	99426.4
Q9NPD8	UBE2T	1	HUMAN	32797.1	27338.4	31651.2	29827	32834.7	31573.3
Q9NPE3	NOP10	1	HUMAN	22859.9	21562	23982.9	25849	19005.5	24830.7
Q9NPF0	CD320	1	HUMAN	10211.6	8326.18	12139.1	16876.8	8309.62	8590.28
Q9NPF4	OSGEP	1	HUMAN	113095	114690	118718	115830	137646	130541
Q9NPF5	DMAP1	1	HUMAN	16798.8	17564.3	13332.5	18271.1	22612.9	15768.9
Q9NPG3	UBN1	1	HUMAN	30837.5	20208	22534	28545.8	31602.8	27123.9
Q9NPH0	ACP6	1	HUMAN	7229.02	7422.73	7844.83	9073.92	9289.66	7396.28
Q9NPH2	ISYNA1	1	HUMAN	83027.1	81528	89348.2	88611.1	84130.3	83398.3
Q9NPI1	BRD7	1	HUMAN	3412.39	3398.61	4543.34	4565.65	5834.23	6138.51
Q9NPI6	DCP1A	1	HUMAN	22055.5	22720	21179.5	24808.9	22010.2	23512.3
Q9NPJ3	ACOT13	1	HUMAN	61600	60090.9	70123.7	72150	70729.4	66185.6
Q9NPJ6	MED4	1	HUMAN	13650.7	10458.1	14468.1	14746.4	15685.6	14515.8
Q9NPJ8	NXT2	1	HUMAN	23255.6	17687.8	19453.6	23407.5	22717.1	16611.9
Q9NPL8	TIMMDC1	1	HUMAN	8408.71			7365.63	9030.1	10432.3
Q9NPQ8	RIC8A	1	HUMAN	27324.8	28467.4	31934.4	31140.1	34562.9	31934.4
Q9NQ11	ATP13A2	1	HUMAN	5554.49	6877.98	1166.62	5773.92	5263.79	5221.65
Q9NQ29	LUC7L	1	HUMAN	203379	223540	279838	283806	242285	246938
Q9NQ48	LZTFL1	1	HUMAN	64442.6	50290.1	62613.8	66139.6	62472	61182.5
Q9NQ50	MRPL40	1	HUMAN	83137.5	71160	80351.5	81106.9	66832	63619
Q9NQ55	PPAN	1	HUMAN	14324.2	13269.3	14417.8	17976	12789	15987.3
Q9NQ66	PLCB1	1	HUMAN	3007.08	3378.64	2793.7	1130.96	1729.48	2088.85
Q9NQ84	GPRC5C	1	HUMAN	413.932	688.136	924.809	921.859	846.582	1041.19
Q9NQ86	TRIM36	1	HUMAN		34390.5		50462.3	40398.8	34648.3
Q9NQ88	TIGAR	1	HUMAN	47574.4	37374.6	51148.6	50890.3	51966.5	57306.2
Q9NQ89	C12orf4	1	HUMAN	555.797		1873.72	1025.55	1977.7	1896.99
Q9NQ90	ANO2	1	HUMAN	12344.7	7119.52	13707.1	12965.9	19294.1	13879.4
Q9NQ92	COPRS	1	HUMAN	14452.4	19409.2	16493.9	23497.6	17817.1	16113.9
Q9NQA3	WASH6P	1	HUMAN	28341.8	25672.4	26372.3	34496.6	30048.4	30377
Q9NQC3	RTN4	1	HUMAN	389026	346737	402661	402213	412311	405896
Q9NQC7	CYLD	1	HUMAN	5699.13	11485.8	5117.34	6310.91	6037.34	4378.1
Q9NQC8	IFT46	1	HUMAN	4005.31	3825.54	4176.09	4010.74	5945.29	5199.36
Q9NQE9	HINT3	1	HUMAN	14043.8	13119	15105.8	11387.7	13895.2	13968.3
Q9NQG5	RPRD1B	1	HUMAN	95406.9	91823.5	101833	99337	99224	95720.4
Q9NQG6	MIEF1	1	HUMAN	9543.7	10679.9	14267.3	14534.8	14387.6	13958.9
Q9NQG7	HPS4	1	HUMAN	4687.4	3856.85	1390.85	2050.73	3388.37	4042.99
Q9NQH7	XPNPEP3	1	HUMAN	916688	1033830	1163560	1081540	1288890	1287870
Q9NQI0	DDX4	1	HUMAN	607659	570327	407337	399582	214719	223304
Q9NQL2	RRAGD	1	HUMAN	14873.3	14618.6	21263.6	18957.9	18232.1	17893.6
Q9NQP4	PFDN4	1	HUMAN	54491.8	50135.2	68418.5	70062.8	67324.1	73710.4
Q9NQR4	NIT2	1	HUMAN	35694.6	36902.3	42228.5	43068.7	42470.9	37102.5
Q9NQS1	AVEN	1	HUMAN	21258.3	15862.2	19459.6	16936.2	16535.6	16611.1
Q9NQS3	NECTIN3	1	HUMAN	1446.57		3189.56	957.374	571.514	642.104
Q9NQT4	EXOSC5	1	HUMAN	27927.2	27867.2	32964.3	40572.8	40393.4	52311.4
Q9NQT5	EXOSC3	1	HUMAN	71647.4	55008.4	78994.8	70781.4	87136.9	86851.7
Q9NQT8	KIF13B	1	HUMAN	313308	290235	364732	359192	325755	374231
Q9NQV6	PRDM10	1	HUMAN	1819.65	1476.22	2504.84	1769.31	1599.44	1001.18
Q9NQW6	ANLN	1	HUMAN	25230.7	22303.9	28782.3	26065	24437.8	25626.2
Q9NQW7	XPNPEP1	1	HUMAN	115927	101856	112770	108848	98580.7	103007
Q9NQX3	GPHN	1	HUMAN	39037.1	45814.6	47278	48451.7	43993.2	41961.4
Q9NQX4	MYO5C	1	HUMAN	5481.27	4711.94	4619.79	6496.02	5498.64	4914.65
Q9NQX7	ITM2C	1	HUMAN	1869.84	2269.39	2104.44	1285.05	3582.22	2609.25
Q9NQY0	BIN3	1	HUMAN	6102.67	4074.11	6252.38	6489.57	6900.86	6537.89
Q9NQZ2	UTP3	1	HUMAN	6361.38	6300.67	7434.04	8604.41	6692.44	7193.89
Q9NQZ5	STARD7	1	HUMAN	8504.24	7742.45	9370.54	8840.78	11473.7	7078.62
Q9NQZ6	ZC4H2	1	HUMAN	4082.94	6131.15	2949.47	1602.95	3553.94	2562.71
Q9NR09	BIRC6	1	HUMAN	53951.2	50072.1	55632.6	53598.8	53232.5	53126.1
Q9NR12	PDLIM7	1	HUMAN	40444.2	43141.5	52340.8	52546	56226	57322.4
Q9NR19	ACSS2	1	HUMAN	7012.74	7024.75	7253	7245.54	7261.07	6155.64
Q9NR28	DIABLO	1	HUMAN	137700	121889	145595	141650	148982	148538
Q9NR30	DDX21	1	HUMAN	113527	112191	119791	125718	122669	122800
Q9NR31	SAR1A	1	HUMAN	150053	126290	159767	166485	172588	160803
Q9NR33	POLE4	1	HUMAN	33863.3	32310.1	40075.2	38761.8	32845.1	37664.7
Q9NR45	NANS	1	HUMAN	333714	362711	414949	396086	412755	457895
Q9NR46	SH3GLB2	1	HUMAN	24192.4	25304.2	26038.7	30273	27018.4	23136.1
Q9NR48	ASH1L	1	HUMAN	169153	133647	169784	162733	143279	150446
Q9NR50	EIF2B3	1	HUMAN	35601.4	35348.8	38436.8	41138.1	40227.2	41465.8
Q9NR56	MBNL1	1	HUMAN	47831.6	37113.7	69348.9	63029.4	51825	50880.7
Q9NR82	KCNQ5	1	HUMAN	3393.68	5394.27	3561.04	4852.74	6745.83	4626.59
Q9NRA0	SPHK2	1	HUMAN	2290.5	2357.49	2675.97	2320.46	2386.83	3132.22
Q9NRA2	SLC17A5	1	HUMAN	8483.98	8660.89	4279.37	7053.09	4418.8	4226.42
Q9NRA8	EIF4ENIF1	1	HUMAN	8064.22	6422.76	7907.89	8106.1	5923.7	5564.06
Q9NRD5	PICK1	1	HUMAN	5572.56	4404.86	7237.66	6124.06	6457.37	7422.39
Q9NRF2	SH2B1	1	HUMAN	6674.17	4973.33	6751.98	7010	6218.74	6582.41
Q9NRF8	CTPS2	1	HUMAN	57263.3	52315.6	55413.4	54479.7	56007.5	55077.6
Q9NRF9	POLE3	1	HUMAN	51525.6	47611.3	65087.5	59301.2	64526.7	70167.8
Q9NRG0	CHRAC1	1	HUMAN	59090	50158.6	54027.3	63861.6	60700.8	45769.6
Q9NRG1	PRTFDC1	1	HUMAN	28387.7	27868.1	33422.9	31928.1	37198.4	39540.8
Q9NRG4	SMYD2	1	HUMAN	4758.82	2389.47	3105.65	3445.1	3920.61	4413.6
Q9NRG7	SDR39U1	1	HUMAN	19205.3	12464.3	18196.1	14051.2	20391.9	18602.3
Q9NRG9	AAAS	1	HUMAN	32431.2	33990.2	32828.3	35939.2	33947.8	34692.4
Q9NRH1	YAE1	1	HUMAN	3650.56	3706.02	3870.82	3999.85	2925.67	3330.08
Q9NRH2	SNRK	1	HUMAN	5567.86	4196.51	9534.65	4941.14	4452.82	3414.49
Q9NRH3	TUBG2	1	HUMAN	34878	35778.8	47661.9	42105.8	38294.5	31609
Q9NRK6	ABCB10	1	HUMAN	4820.76	5469.6	5401.4	5324.71	6774.99	5290.2
Q9NRL2	BAZ1A	1	HUMAN	3455.24	2661.14	3051.18	2751.95	2589.32	3180.18
Q9NRL3	STRN4	1	HUMAN	27818.6	30125.7	33351.5	34419	31536.3	28425.6
Q9NRM2	ZNF277	1	HUMAN	8418.08	7638.54	9450.07	9010.23	8799.25	13186.5
Q9NRN7	AASDHPPT	1	HUMAN	96113.6	73653.2	96105.8	103034	112937	121103
Q9NRN9	METTL5	1	HUMAN	16768.4	15446	20588.1	17323.2	16299.8	19875.4
Q9NRP0	OSTC	1	HUMAN	71738	69811.5	64150.4	65730.1	66252.2	63767.8
Q9NRP2	CMC2	1	HUMAN	7026.67	3322.01	9069.61	7935.35	8028.67	7870.21
Q9NRP4	SDHAF3	1	HUMAN	1087.52	1007.15	1618.51	2723.58	2195.59	1293.64
Q9NRR4	DROSHA	1	HUMAN	11385.6	8516.24	11428.3	9863.79	8847.39	8013.33
Q9NRR5	UBQLN4	1	HUMAN	45895.4	46107.6	45658.4	53665.4	51426	48467.2
Q9NRS6	SNX15	1	HUMAN	68683.1	54497.2	58561.3	66320.2	43971.7	31791
Q9NRV9	HEBP1	1	HUMAN	42812	43671.3	52160.2	53697.9	61732.8	61968.3
Q9NRW1	RAB6B	1	HUMAN	129739	140319	140572	144995	130914	119197
Q9NRW3	APOBEC3C	1	HUMAN	1237.96	2185.76	2663.19	3970.34	4586.38	5414.54
Q9NRW4	DUSP22	1	HUMAN		2056.58	1907.49	1799.54	2180.01	1418.66
Q9NRW7	VPS45	1	HUMAN	30598.7	28330.8	30153	27843.7	31191.5	29693.5
Q9NRX1	PNO1	1	HUMAN	20135	16867.5	24375.1	23674.1	23287.9	20628.4
Q9NRX2	MRPL17	1	HUMAN	43390.3	43907.4	35917.3	35048.3	32055.2	29755.2
Q9NRX4	PHPT1	1	HUMAN	25334.9	18935.7	35687.8	31065.5	36017.7	39228.2
Q9NRX5	SERINC1	1	HUMAN	5186.75	6875.33	12101.2	9197.39	9457.09	10455.1
Q9NRY2	INIP	1	HUMAN	4349.71	3313.56	6038.34	4859.83	3127.71	2539.59
Q9NRY4	ARHGAP35	1	HUMAN	8324.72	7975.44	10889.7	10601.5	10307.5	10331.7
Q9NRY5	FAM114A2	1	HUMAN	33838.2	31990.4	32285.3	31164.6	32867.5	28955.7
Q9NRZ5	AGPAT4	1	HUMAN	4394.4	5756.57	6572.41	7450.83	6871.42	6905.37
Q9NRZ7	AGPAT3	1	HUMAN	1855.57	1866.69	1184.88	2668.92	1986.75	1502.52
Q9NRZ9	HELLS	1	HUMAN	48479.1	49393.8	58909.5	55985.4	53699.1	53000
Q9NS00	C1GALT1	1	HUMAN	5564.43	6040.71	2602.65	6213.6	4765.53	4914.68
Q9NS18	GLRX2	1	HUMAN	523.825		939.44	1158.6	1374.61	1091.32
Q9NS37	CREBZF	1	HUMAN	1511.77	1039.73	1003.1	786.623	1299.93	1033.19
Q9NS69	TOMM22	1	HUMAN	6919.29	10702	7827.72	5425.92	6923.2	5825
Q9NS73	MBIP	1	HUMAN	4643.34	7846.19	7515.51	6638.95	6668.21	7152.86
Q9NS86	LANCL2	1	HUMAN	20066.3	21580.7	26250.1	24223.6	26013.9	27263.8
Q9NS87	KIF15	1	HUMAN	10520.9	8082.21	10193.8	8011.23	8885.51	10372.5
Q9NS91	RAD18	1	HUMAN	16111.9	15859.8	20534.8	18215.1	18920.2	19921.5
Q9NSB8	HOMER2	1	HUMAN	1654.32	2246.46	5755.03	4744.21	5063.11	5750.73
Q9NSC5	HOMER3	1	HUMAN	376.69	1504.87	690.156	1219.4	1605.24	1336.36
Q9NSD9	FARSB	1	HUMAN	258919	247453	277065	269867	246164	247344
Q9NSE4	IARS2	1	HUMAN	155641	133500	161527	160589	166807	159298
Q9NSG2	C1orf112	1	HUMAN	9057.91	6710.83	7691.88	8602.1	8404.56	8134.13
Q9NSI2	SLX9	1	HUMAN	11061.7	20153.1	20268.6	18892.8	15572.3	16768.7
Q9NSI6	BRWD1	1	HUMAN	28439.7	22216	20916.4	25525.3	31522.1	31846.3
Q9NSJ1	ZNF355P	1	HUMAN	3380.59	1578.64	4475.64	2353.05	4274.85	6087.2
Q9NSK0	KLC4	1	HUMAN	30219.7	27682.4	36330.3	36444.5	40218.3	36470.8
Q9NSK7	C19orf12	1	HUMAN	7774.11	7836.73	6350.44	7358.1	8347.59	6910.93
Q9NSP4	CENPM	1	HUMAN	3755.02		5550.99	4549.74	4009.82	3494.2
Q9NSV4	DIAPH3	1	HUMAN	31942.4	26241.3	29663.9	29544.6	29345.8	28112.6
Q9NSY1	BMP2K	1	HUMAN	15287.6	9242.82	14222.9	12219.1	14227.3	15821.8
Q9NT62	ATG3	1	HUMAN	86186.5	81490.7	91053.8	88773.9	94930.5	96221.9
